process,TP,FP,TN,FN,precision,recall,accuracy,f_measure,mcc,precision-recall area
R-HSA-376419,50.0,20.0,21232.0,0.0,0.7142857142857143,1.0,0.9990611210215004,0.8333333333333333,0.8447564789006147,0.6915290690983796
R-HSA-3769447,82.0,91.0,21126.0,3.0,0.47398843930635837,0.9647058823529412,0.9955872688010515,0.6356589147286822,0.6746036821702422,0.3578074728029123
R-HSA-3777129,64.0,71.0,21164.0,3.0,0.4740740740740741,0.9552238805970149,0.9965261477795512,0.6336633663366338,0.671659796811489,0.3124062646487127
R-HSA-3782637,59.0,72.0,21168.0,3.0,0.45038167938931295,0.9516129032258065,0.9964792038306263,0.6113989637305699,0.6533972249809917,0.29556615775762796
R-HSA-3782655,59.0,74.0,21166.0,3.0,0.44360902255639095,0.9516129032258065,0.9963853159327762,0.6051282051282052,0.648432088730634,0.2925415652352207
R-HSA-3785711,47.0,61.0,21191.0,3.0,0.4351851851851852,0.94,0.996995587268801,0.5949367088607594,0.6385078730385227,0.2911987311657635
R-HSA-3788745,57.0,68.0,21174.0,3.0,0.456,0.95,0.9966669796263262,0.6162162162162163,0.6569673690307001,0.30541595498441
R-HSA-3788748,57.0,68.0,21174.0,3.0,0.456,0.95,0.9966669796263262,0.6162162162162163,0.6569673690307001,0.30541595498441
R-HSA-379044,109.0,175.0,21018.0,0.0,0.38380281690140844,1.0,0.9917848089381279,0.55470737913486,0.6169550930395451,0.40838554404099775
R-HSA-379048,147.0,231.0,20924.0,0.0,0.3888888888888889,1.0,0.9891559477983288,0.56,0.6201954964734522,0.3292161276425943
R-HSA-380073,213.0,373.0,20715.0,1.0,0.363481228668942,0.9953271028037384,0.9824429631020561,0.5325,0.5960757905911073,0.3978048012211164
R-HSA-380272,70.0,39.0,21193.0,0.0,0.6422018348623854,1.0,0.9981691859919256,0.7821229050279329,0.8006386240981763,0.7210809890207371
R-HSA-380283,80.0,55.0,21167.0,0.0,0.5925925925925926,1.0,0.9974180828091259,0.7441860465116279,0.7688021851534261,0.7082709739136317
R-HSA-380294,70.0,39.0,21193.0,0.0,0.6422018348623854,1.0,0.9981691859919256,0.7821229050279329,0.8006386240981763,0.7210809890207371
R-HSA-380303,70.0,39.0,21193.0,0.0,0.6422018348623854,1.0,0.9981691859919256,0.7821229050279329,0.8006386240981763,0.7210809890207371
R-HSA-380311,72.0,44.0,21186.0,0.0,0.6206896551724138,1.0,0.9979344662473008,0.7659574468085107,0.7870217606534172,0.7067422852465384
R-HSA-380316,94.0,100.0,21108.0,0.0,0.4845360824742268,1.0,0.9953056051075017,0.6527777777777778,0.6944432281049511,0.5689054657142664
R-HSA-380455,72.0,44.0,21186.0,0.0,0.6206896551724138,1.0,0.9979344662473008,0.7659574468085107,0.7870217606534172,0.7067422852465384
R-HSA-380508,81.0,55.0,21166.0,0.0,0.5955882352941176,1.0,0.9974180828091259,0.7465437788018433,0.7707428924116442,0.7086931009642995
R-HSA-382096,51.0,18.0,21233.0,0.0,0.7391304347826086,1.0,0.9991550089193503,0.85,0.8593627739712816,0.733440683413418
R-HSA-419166,54.0,33.0,21215.0,0.0,0.6206896551724138,1.0,0.9984508496854756,0.7659574468085107,0.7872265683531416,0.47713407626072435
R-HSA-427336,70.0,82.0,21147.0,3.0,0.4605263157894737,0.958904109589041,0.9960097643413764,0.6222222222222221,0.6630884271392813,0.35274718110899644
R-HSA-427337,56.0,68.0,21175.0,3.0,0.45161290322580644,0.9491525423728814,0.9966669796263262,0.6120218579234973,0.6535058512733574,0.2947377142789554
R-HSA-427383,56.0,69.0,21174.0,3.0,0.448,0.9491525423728814,0.9966200356774012,0.6086956521739131,0.6508695549090183,0.2928181655117266
R-HSA-427514,58.0,73.0,21168.0,3.0,0.44274809160305345,0.9508196721311475,0.9964322598817013,0.6041666666666666,0.6475474759972153,0.2968225965550853
R-HSA-427527,58.0,73.0,21168.0,3.0,0.44274809160305345,0.9508196721311475,0.9964322598817013,0.6041666666666666,0.6475474759972153,0.2968225965550853
R-HSA-427528,58.0,73.0,21168.0,3.0,0.44274809160305345,0.9508196721311475,0.9964322598817013,0.6041666666666666,0.6475474759972153,0.2968225965550853
R-HSA-433672,70.0,75.0,21154.0,3.0,0.4827586206896552,0.958904109589041,0.9963383719838513,0.6422018348623854,0.679027405248798,0.33985897082248023
R-HSA-4641256,52.0,33.0,21217.0,0.0,0.611764705882353,1.0,0.9984508496854756,0.759124087591241,0.7815463334187402,0.46327906356920706
R-HSA-4641260,51.0,35.0,21216.0,0.0,0.5930232558139535,1.0,0.9983569617876256,0.7445255474452555,0.76944561704527,0.45704212568759706
R-HSA-481007,67.0,158.0,21077.0,0.0,0.29777777777777775,1.0,0.9925828560698526,0.4589041095890411,0.5436562778490227,0.20458879475380157
R-HSA-5227490,70.0,75.0,21154.0,3.0,0.4827586206896552,0.958904109589041,0.9963383719838513,0.6422018348623854,0.679027405248798,0.33985897082248023
R-HSA-5250938,84.0,105.0,21110.0,3.0,0.4444444444444444,0.9655172413793104,0.9949300535161018,0.6086956521739131,0.6532859886247583,0.3731624998257731
R-HSA-5333615,89.0,60.0,21153.0,0.0,0.5973154362416108,1.0,0.997183363064501,0.7478991596638656,0.7717680719345226,0.5953245144630801
R-HSA-5334097,57.0,74.0,21168.0,3.0,0.4351145038167939,0.95,0.9963853159327762,0.5968586387434555,0.6416454326490305,0.2858337563671415
R-HSA-5334099,56.0,69.0,21174.0,3.0,0.448,0.9491525423728814,0.9966200356774012,0.6086956521739131,0.6508695549090183,0.2949501646083552
R-HSA-5334151,57.0,67.0,21175.0,3.0,0.4596774193548387,0.95,0.9967139235752511,0.6195652173913043,0.6596283346509549,0.30090011477255385
R-HSA-5334152,57.0,75.0,21167.0,3.0,0.4318181818181818,0.95,0.9963383719838513,0.59375,0.63919364080639,0.28845444593608355
R-HSA-5334160,57.0,67.0,21175.0,3.0,0.4596774193548387,0.95,0.9967139235752511,0.6195652173913043,0.6596283346509549,0.30090011477255385
R-HSA-5334164,57.0,74.0,21168.0,3.0,0.4351145038167939,0.95,0.9963853159327762,0.5968586387434555,0.6416454326490305,0.2858337563671415
R-HSA-5334179,57.0,75.0,21167.0,3.0,0.4318181818181818,0.95,0.9963383719838513,0.59375,0.63919364080639,0.28845444593608355
R-HSA-5362448,52.0,46.0,21204.0,0.0,0.5306122448979592,1.0,0.9978405783494507,0.6933333333333334,0.7276425121240375,0.44191902193525784
R-HSA-5387392,50.0,37.0,21215.0,0.0,0.5747126436781609,1.0,0.9982630738897756,0.7299270072992701,0.7574378269653944,0.45200637488873097
R-HSA-5389839,86.0,38.0,21178.0,0.0,0.6935483870967742,1.0,0.9982161299408506,0.8190476190476191,0.8320493806550139,0.640074181009077
R-HSA-5389842,85.0,38.0,21179.0,0.0,0.6910569105691057,1.0,0.9982161299408506,0.8173076923076924,0.830553560069877,0.6464022828049153
R-HSA-5389848,85.0,38.0,21179.0,0.0,0.6910569105691057,1.0,0.9982161299408506,0.8173076923076924,0.830553560069877,0.6464022828049153
